DIMENSION:14473,
15616.6667,86400
15566.6667,86400
14716.6667,86316.6667
14633.3333,88633.3333
14016.6667,86483.3333
13933.3333,87283.3333
13800,88383.3333
13733.3333,87450
13700,87500
15683.3333,87183.3333
15616.6667,86400
15166.6667,85983.3333
14850,86316.6667
14650,87216.6667
15650,87950
15650,87950
15450,87033.3333
13516.6667,87233.3333
14033.3333,88666.6667
14950,88433.3333
14033.3333,88666.6667
14033.3333,88400
13933.3333,88366.6667
14433.3333,89033.3333
15133.3333,88566.6667
15016.6667,88033.3333
14683.3333,87700
14566.6667,87733.3333
14533.3333,87733.3333
14466.6667,88650
14166.6667,88700
14083.3333,88483.3333
13883.3333,86533.3333
13833.3333,87150
13816.6667,88383.3333
13600,87616.6667
15300,87300
15233.3333,87350
15133.3333,86750
14900,88450
14800,88450
15250,87316.6667
15066.6667,86350
15016.6667,87216.6667
14983.3333,88700
13366.6667,86750
15133.3333,87916.6667
15083.3333,88066.6667
14800,88450
14400,87900
14083.3333,87683.3333
14050,87583.3333
13783.3333,87233.3333
15150,88433.3333
15133.3333,87916.6667
14800,88450
14400,87900
14050,87583.3333
15411.9444,88550
15200,88166.6667
15133.3333,88400
15216.6667,88600
14983.3333,87100
14883.3333,88866.6667
14700,88833.3333
14700,86100
14616.6667,87566.6667
14383.3333,88616.6667
14250,88200
14233.3333,87850
14966.6667,86733.3333
14883.3333,87300
14750,88533.3333
14633.3333,87733.3333
14616.6667,88483.3333
13516.6667,86883.3333
15066.6667,88333.3333
15083.3333,86066.6667
14300,88350
15083.3333,86066.6667
13433.3333,87500
14733.3333,88866.6667
15716.6667,87600
13433.3333,87500
15000,87416.6667
15000,87416.6667
15050,88333.3333
14816.6667,88566.6667
15466.6667,88166.6667
14283.3333,88150
14683.3333,88050
15466.6667,88166.6667
15016.6667,88333.3333
15016.6667,88333.3333
16000,85050
15466.6667,88166.6667
15300,86850
15033.3333,88583.3333
14416.6667,87750
14333.3333,87233.3333
13666.6667,87483.3333
13500,87683.3333
15183.3333,87100
15183.3333,87100
15083.3333,86383.3333
15383.3333,88233.3333
13250,86916.6667
13716.6667,87533.3333
13716.6667,87533.3333
15033.3333,86400
14733.3333,87600
15050,88266.6667
14883.3333,87933.3333
14850,88083.3333
15700,87200
14683.3333,86816.6667
14633.3333,88500
14233.3333,87066.6667
14050,86833.3333
13916.6667,87450
13516.6667,87516.6667
15250,87800
13916.6667,87700
13933.3333,87166.6667
15200,88716.6667
13216.6667,87350
14083.3333,87200
14400,89066.6667
14483.3333,89066.6667
14433.3333,89316.6667
13933.3333,87350
13900,87300
13633.3333,87600
14933.3333,88316.6667
14933.3333,88316.6667
15116.6667,88083.3333
15100,88450
13883.3333,87766.6667
14516.6667,88800
15700,86783.3333
15500,86583.3333
14983.3333,88883.3333
14966.6667,88750
14400,88000
13500,86883.3333
14600,87116.6667
13266.6667,87283.3333
13266.6667,87283.3333
13266.6667,87283.3333
14566.6667,87883.3333
14183.3333,88883.3333
13466.6667,87050
13583.3333,87200
13933.3333,87250
13833.3333,86750
13550,87683.3333
13800,87716.6667
13550,87683.3333
14933.3333,88316.6667
14816.6667,87000
14716.6667,87016.6667
14033.3333,88083.3333
14033.3333,87116.6667
13366.6667,87050
13116.6667,86983.3333
15133.3333,86316.6667
14133.3333,87166.6667
15266.6667,85783.3333
15633.3333,87816.6667
14766.6667,87916.6667
15700,87666.6667
15516.6667,88216.6667
13833.3333,87250
13233.3333,87066.6667
13816.6667,86800
15816.6667,87833.3333
15483.3333,87500
15150,87883.3333
15016.6667,88050
14650,87083.3333
14283.3333,88900
14183.3333,87933.3333
14066.6667,87983.3333
14016.6667,87966.6667
13816.6667,86800
13166.6667,87400
15366.6667,85850
15516.6667,87800
14850,86983.3333
14100,87600
13616.6667,87600
13483.3333,87400
13433.3333,86833.3333
13350,87650
13083.3333,87083.3333
15283.3333,88483.3333
13516.6667,86883.3333
14916.6667,88233.3333
15816.6667,85166.6667
13850,86566.6667
14100,87716.6667
15016.6667,88800
14216.6667,88050
15283.3333,87550
15050,86350
14983.3333,88216.6667
14950,88333.3333
14900,88150
14733.3333,88600
14066.6667,87033.3333
14000,87533.3333
13983.3333,87150
13983.3333,87183.3333
13733.3333,87650
14400,88433.3333
14866.6667,87066.6667
15666.6667,87500
15633.3333,88133.3333
15633.3333,85766.6667
15466.6667,86550
15416.6667,88183.3333
15350,86566.6667
15266.6667,88083.3333
15266.6667,86950
15116.6667,87366.6667
15066.6667,87433.3333
15066.6667,87350
15050,89100
14966.6667,88883.3333
14883.3333,88750
14866.6667,87066.6667
14850,87766.6667
14850,87383.3333
14800,89033.3333
14783.3333,88166.6667
14766.6667,87133.3333
14716.6667,87583.3333
14450,87016.6667
14300,88183.3333
14200,87833.3333
13800,86816.6667
13750,87650
13716.6667,87033.3333
13533.3333,86933.3333
13416.6667,87100
15633.3333,85766.6667
14883.3333,88750
15216.6667,86883.3333
14716.6667,88416.6667
13600,87016.6667
14150,88650
13683.3333,87500
14133.3333,88550
14466.6667,87066.6667
14416.6667,87100
13516.6667,87233.3333
14666.6667,89083.3333
14133.3333,88550
15050,88733.3333
15750,87433.3333
15733.3333,87066.6667
15066.6667,86450
13783.3333,87316.6667
14333.3333,87066.6667
13616.6667,86916.6667
15733.3333,87066.6667
14666.6667,89083.3333
13566.6667,87383.3333
14950,86616.6667
14950,86616.6667
14650,86133.3333
14333.3333,87066.6667
15133.3333,88850
15150,88866.6667
15433.3333,88166.6667
14050,88400
14650,88650
14400,87350
15766.6667,86183.3333
15650,86466.6667
15616.6667,87883.3333
15166.6667,86916.6667
15133.3333,87866.6667
15100,85483.3333
15033.3333,86883.3333
14600,87466.6667
14416.6667,87866.6667
14383.3333,87466.6667
13616.6667,87450
13333.3333,87300
15216.6667,86916.6667
13416.6667,87700
14866.6667,89166.6667
15800,85766.6667
13516.6667,87266.6667
14933.3333,88450
14733.3333,88900
14250,86250
14733.3333,89083.3333
15200,88666.6667
14383.3333,89066.6667
14866.6667,89116.6667
14866.6667,89116.6667
15416.6667,88050
15316.6667,87350
15150,88266.6667
15100,88983.3333
14966.6667,89000
14950,88816.6667
14850,86783.3333
14200,87850
14066.6667,88050
13716.6667,87616.6667
13533.3333,87133.3333
13383.3333,86766.6667
13383.3333,86766.6667
15016.6667,88683.3333
15033.3333,88700
14183.3333,87400
15216.6667,88550
14883.3333,88866.6667
14750,88950
14100,88333.3333
13783.3333,87466.6667
13666.6667,87716.6667
13450,86933.3333
15666.6667,87900
15066.6667,87883.3333
14883.3333,88200
14833.3333,86633.3333
14416.6667,87133.3333
14116.6667,87250
14066.6667,88716.6667
13516.6667,87366.6667
13500,87400
15150,88766.6667
15150,88766.6667
15100,88750
14916.6667,89050
14833.3333,88183.3333
14800,88600
14783.3333,88200
14700,87883.3333
14233.3333,87816.6667
14100,88066.6667
13733.3333,87566.6667
13616.6667,87566.6667
13233.3333,87033.3333
14116.6667,87116.6667
13833.3333,87250
15250,87516.6667
14766.6667,86600
14350,86033.3333
14066.6667,87883.3333
13400,87183.3333
14716.6667,87016.6667
14700,87950
14616.6667,87133.3333
14583.3333,87550
14500,88200
14483.3333,88000
14400,87983.3333
14133.3333,88633.3333
14100,87100
14083.3333,87550
14066.6667,87850
14050,86733.3333
13950,86400
13933.3333,87166.6667
13933.3333,86883.3333
13816.6667,87250
13700,87433.3333
13616.6667,87500
13550,87283.3333
13516.6667,87300
15966.6667,84950
13450,87416.6667
14116.6667,88566.6667
13866.6667,87233.3333
13800,88350
13733.3333,87566.6667
13650,87650
13516.6667,87666.6667
13716.6667,87583.3333
13083.3333,87000
13700,86783.3333
13383.3333,87083.3333
15350,88033.3333
15350,87450
15166.6667,87700
15350,88033.3333
15600,87966.6667
15350,87450
15150,87633.3333
15166.6667,87366.6667
14133.3333,86300
14566.6667,88966.6667
14050,87033.3333
15633.3333,86050
15316.6667,87333.3333
14983.3333,87666.6667
14766.6667,85716.6667
14716.6667,87783.3333
14700,86233.3333
14666.6667,86783.3333
14516.6667,87700
14516.6667,87200
13966.6667,86700
13766.6667,87433.3333
13533.3333,87200
14983.3333,87933.3333
15633.3333,86050
15266.6667,85883.3333
15283.3333,88033.3333
14416.6667,89200
14150,86733.3333
13966.6667,86450
13666.6667,87383.3333
15616.6667,86816.6667
15200,85400
15133.3333,88766.6667
15033.3333,88766.6667
14233.3333,87300
14133.3333,88616.6667
15133.3333,88716.6667
14650,86233.3333
13916.6667,87000
15066.6667,86583.3333
15833.3333,85150
15166.6667,86033.3333
13833.3333,86800
15000,88316.6667
14816.6667,87666.6667
14183.3333,87216.6667
14116.6667,88716.6667
13950,87400
13833.3333,87033.3333
13766.6667,87266.6667
13466.6667,86966.6667
14583.3333,87133.3333
14333.3333,87733.3333
14183.3333,87216.6667
14116.6667,88716.6667
14116.6667,87133.3333
14083.3333,87016.6667
13883.3333,86850
13866.6667,87200
13833.3333,87033.3333
13766.6667,87266.6667
13566.6667,86950
13466.6667,86966.6667
14600,87966.6667
14466.6667,87100
14050,87550
13966.6667,86883.3333
14633.3333,87866.6667
15066.6667,88383.3333
14650,88300
14416.6667,88966.6667
14066.6667,86683.3333
13916.6667,88216.6667
13783.3333,87283.3333
13666.6667,87400
13650,87383.3333
13416.6667,86916.6667
13783.3333,88400
14750,89083.3333
13716.6667,86900
13233.3333,87066.6667
14500,88033.3333
13666.6667,86950
13233.3333,87066.6667
14550,86500
15366.6667,88216.6667
13233.3333,87066.6667
15083.3333,88083.3333
13800,87233.3333
14850,87383.3333
14566.6667,88600
13233.3333,87066.6667
13233.3333,87033.3333
14150,88650
15633.3333,86033.3333
15383.3333,88100
15366.6667,88100
15366.6667,87000
15333.3333,88183.3333
15150,88066.6667
14916.6667,87916.6667
14900,88250
14633.3333,88266.6667
14450,86766.6667
14416.6667,88416.6667
14000,88416.6667
13800,87233.3333
13566.6667,87550
13100,87000
15783.3333,86800
15150,88133.3333
15033.3333,89083.3333
15000,88266.6667
14950,87783.3333
14850,88666.6667
14800,88950
14583.3333,87850
14116.6667,88250
13800,87283.3333
13716.6667,87583.3333
13700,86800
13683.3333,86833.3333
13600,87200
13583.3333,87100
13516.6667,87150
13500,87033.3333
13500,86916.6667
13466.6667,86833.3333
13433.3333,87733.3333
13116.6667,86983.3333
14833.3333,88766.6667
15433.3333,86983.3333
15116.6667,88233.3333
14500,88900
14366.6667,87516.6667
14316.6667,86516.6667
14133.3333,88416.6667
15200,87066.6667
13483.3333,87400
15150,83683.3333
13433.3333,87333.3333
14866.6667,89066.6667
14816.6667,87000
14566.6667,86683.3333
13750,86833.3333
13516.6667,86933.3333
14150,87333.3333
15000,87933.3333
13883.3333,88400
13883.3333,88250
14700,87566.6667
14250,88666.6667
14116.6667,88566.6667
14733.3333,87783.3333
15183.3333,87016.6667
14183.3333,88866.6667
13633.3333,86966.6667
13816.6667,86800
14933.3333,89050
14750,89050
14133.3333,88416.6667
15283.3333,88233.3333
14900,86700
14650,86900
14633.3333,88566.6667
13866.6667,87216.6667
13516.6667,87016.6667
13416.6667,87133.3333
13416.6667,87016.6667
13266.6667,87050
13200,87033.3333
14216.6667,88500
13700,86933.3333
13416.6667,86800
13683.3333,87500
15050,87666.6667
15016.6667,88200
14866.6667,88450
14800,88250
14800,87650
14683.3333,87183.3333
14316.6667,87200
14266.6667,87683.3333
14066.6667,88450
14050,87183.3333
13866.6667,87283.3333
13816.6667,87250
13800,87250
13766.6667,87650
13483.3333,86783.3333
13433.3333,86733.3333
13883.3333,87400
15166.6667,88283.3333
14466.6667,88600
13616.6667,87733.3333
15750,88033.3333
15550,86683.3333
14683.3333,87183.3333
13950,87250
15333.3333,87000
14766.6667,88166.6667
14716.6667,87016.6667
14700,88683.3333
14633.3333,88966.6667
14566.6667,87866.6667
14466.6667,88883.3333
14300,87700
14283.3333,87683.3333
14116.6667,88316.6667
14066.6667,88250
14066.6667,87350
14033.3333,87116.6667
14000,86650
13116.6667,86983.3333
13650,87300
13233.3333,87066.6667
13300,87000
15166.6667,83683.3333
14766.6667,87133.3333
14066.6667,87216.6667
13516.6667,87033.3333
14733.3333,88933.3333
13166.6667,87066.6667
15583.3333,87883.3333
14783.3333,88050
13166.6667,87066.6667
13600,87716.6667
15800,85966.6667
15083.3333,88200
14566.6667,89250
14433.3333,87516.6667
13900,87516.6667
13816.6667,87250
13450,87583.3333
13666.6667,87066.6667
15116.6667,86433.3333
14550,86683.3333
14883.3333,87116.6667
15450,87066.6667
13300,86783.3333
14483.3333,89150
14066.6667,88050
14800,88116.6667
15333.3333,87916.6667
14900,87200
14883.3333,86316.6667
14766.6667,86850
13933.3333,87216.6667
13233.3333,87083.3333
15066.6667,88250
15016.6667,86133.3333
14983.3333,87966.6667
14966.6667,86400
14683.3333,87616.6667
15633.3333,87100
13383.3333,86850
13416.6667,87100
16000,85050
15700,88233.3333
14983.3333,88250
14250,88783.3333
13516.6667,87600
16016.6667,86016.6667
14983.3333,86716.6667
14616.6667,86750
14766.6667,88950
13083.3333,87166.6667
13083.3333,87083.3333
15733.3333,86883.3333
15600,87116.6667
15733.3333,86100
13566.6667,87033.3333
14650,88600
14400,88916.6667
14400,88916.6667
14733.3333,88900
14733.3333,88966.6667
14733.3333,88900
13900,87300
14850,88300
14066.6667,88533.3333
13800,87583.3333
13783.3333,87616.6667
14000,88300
14116.6667,88700
13316.6667,87000
15150,88283.3333
14616.6667,87933.3333
14500,88250
14416.6667,88150
13500,86766.6667
13516.6667,87733.3333
13233.3333,87000
13383.3333,86966.6667
13383.3333,86966.6667
13750,87650
14966.6667,87300
13683.3333,87100
15116.6667,86983.3333
14733.3333,87733.3333
14300,86566.6667
14900,88050
13466.6667,86850
13466.6667,86850
15366.6667,88216.6667
15216.6667,87566.6667
14400,88916.6667
13583.3333,87116.6667
15750,84516.6667
15050,83633.3333
14966.6667,85083.3333
15216.6667,83400
15516.6667,84316.6667
14600,84600
15033.3333,84933.3333
15433.3333,83833.3333
15083.3333,83550
15083.3333,83550
15083.3333,83616.6667
15283.3333,83850
15300,84200
15000,83883.3333
15033.3333,83266.6667
15000,83333.3333
15183.3333,83466.6667
14900,83816.6667
14833.3333,83883.3333
15250,88000
15383.3333,88016.6667
15683.3333,87316.6667
15700,87550
15700,87550
15700,87533.3333
15766.6667,84533.3333
15350,83716.6667
15583.3333,87783.3333
14966.6667,83800
15316.6667,83583.3333
15366.6667,83683.3333
15366.6667,83683.3333
14750,84083.3333
14716.6667,84783.3333
15033.3333,83250
15100,83333.3333
15233.3333,83466.6667
14766.6667,84816.6667
15200,83433.3333
14750,84083.3333
14716.6667,84783.3333
15300,86583.3333
14200,88450
15633.3333,88000
14716.6667,86083.3333
16400,86400
14650,86200
13733.3333,87566.6667
15766.6667,86516.6667
15333.3333,88183.3333
15083.3333,86350
14850,86883.3333
14833.3333,88016.6667
14716.6667,86650
14416.6667,89183.3333
14166.6667,87166.6667
13983.3333,86400
14250,86800
14250,88466.6667
13866.6667,88316.6667
14150,88366.6667
14750,89016.6667
15116.6667,83666.6667
14083.3333,86733.3333
14633.3333,88866.6667
14633.3333,88650
14583.3333,86316.6667
14533.3333,88050
14400,88633.3333
14216.6667,86233.3333
14200,87700
14083.3333,86733.3333
13950,87000
13866.6667,88366.6667
13866.6667,88316.6667
13866.6667,88250
13800,88383.3333
13683.3333,87133.3333
13616.6667,87666.6667
13566.6667,87616.6667
13900,88016.6667
13900,88016.6667
14250,88866.6667
14483.3333,87150
14750,87650
14550,87766.6667
14533.3333,87733.3333
15450,86433.3333
14783.3333,88483.3333
13766.6667,87000
14400,88633.3333
14850,88250
15166.6667,86866.6667
15466.6667,87933.3333
14766.6667,86850
15083.3333,89083.3333
15766.6667,86916.6667
15666.6667,86316.6667
13933.3333,87350
14583.3333,86733.3333
13550,87583.3333
15683.3333,85950
14433.3333,88750
13533.3333,87716.6667
14916.6667,88883.3333
14350,86916.6667
14350,86916.6667
14266.6667,88833.3333
13766.6667,87233.3333
14783.3333,87533.3333
15266.6667,87033.3333
14966.6667,87966.6667
14366.6667,87066.6667
14133.3333,86783.3333
13366.6667,87600
14783.3333,86966.6667
14783.3333,86966.6667
14783.3333,87600
15283.3333,86116.6667
14716.6667,86800
15166.6667,87350
14900,87450
14533.3333,88883.3333
13500,87200
16400,86366.6667
13550,86933.3333
13433.3333,87116.6667
14050,86883.3333
15100,86100
16400,86433.3333
13900,87900
13483.3333,86783.3333
13316.6667,87583.3333
14366.6667,89050
13650,87366.6667
13583.3333,87566.6667
13550,87400
14066.6667,87266.6667
15354.4444,88635.5556
15354.4444,88635.5556
15033.3333,88466.6667
14716.6667,88966.6667
14633.3333,89066.6667
15283.3333,86966.6667
14116.6667,88733.3333
14066.6667,87266.6667
15316.6667,88233.3333
15283.3333,87766.6667
14333.3333,88600
14116.6667,88733.3333
14066.6667,87266.6667
14033.3333,88400
13816.6667,86733.3333
13766.6667,87300
13583.3333,86883.3333
13466.6667,87033.3333
13250,87100
16283.3333,86600
16283.3333,86600
14566.6667,86833.3333
13466.6667,87150
14833.3333,87050
14450,88750
14766.6667,88933.3333
14000,88350
14000,88350
14133.3333,88383.3333
15416.6667,86466.6667
15283.3333,86366.6667
14566.6667,88866.6667
13966.6667,87300
13633.3333,86950
14483.3333,87150
14950,88433.3333
14983.3333,88616.6667
14566.6667,88866.6667
15383.3333,87166.6667
15033.3333,88100
14983.3333,87216.6667
15033.3333,88100
15016.6667,88766.6667
14983.3333,87216.6667
13800,86766.6667
15016.6667,88766.6667
14850,86433.3333
15383.3333,87166.6667
14883.3333,88733.3333
15150,88166.6667
15416.6667,87983.3333
15000,88383.3333
15583.3333,87350
15583.3333,87250
15033.3333,88800
14450,87566.6667
14950,88300
13716.6667,87616.6667
13400,86850
13650,87316.6667
14850,86033.3333
13533.3333,87433.3333
15483.3333,86483.3333
14933.3333,87800
14900,86183.3333
14883.3333,88600
14633.3333,88633.3333
14016.6667,87166.6667
13950,87300
13866.6667,87716.6667
13866.6667,87300
13833.3333,86716.6667
13766.6667,87433.3333
13516.6667,87466.6667
15183.3333,87050
14983.3333,87383.3333
14783.3333,87766.6667
14733.3333,87600
14450,87566.6667
14333.3333,87516.6667
14250,87083.3333
14066.6667,87850
14033.3333,87066.6667
13850,87033.3333
13800,86850
13716.6667,87283.3333
13616.6667,87266.6667
13383.3333,86866.6667
13250,86950
14466.6667,88616.6667
13950,88383.3333
13916.6667,87716.6667
13800,88366.6667
13516.6667,86883.3333
13700,86833.3333
14950,88300
15016.6667,86033.3333
14483.3333,87983.3333
14266.6667,87700
13550,87766.6667
15666.6667,85716.6667
14966.6667,88866.6667
14600,89133.3333
15950,85966.6667
15250,85983.3333
14750,88233.3333
13500,86900
13433.3333,87183.3333
13366.6667,86833.3333
14116.6667,88083.3333
14083.3333,88316.6667
14700,87983.3333
14383.3333,89066.6667
14933.3333,88016.6667
14866.6667,89066.6667
15616.6667,87083.3333
15600,86366.6667
14950,88433.3333
16400,86366.6667
15066.6667,86466.6667
15050,86500
13433.3333,87183.3333
13700,87066.6667
14700,85900
14700,87583.3333
14516.6667,87050
13750,87133.3333
15966.6667,84950
15166.6667,83466.6667
15433.3333,86433.3333
14550,87316.6667
15016.6667,87233.3333
14933.3333,88333.3333
14400,87183.3333
15750,85883.3333
14400,87183.3333
14700,88000
14433.3333,87616.6667
14083.3333,86916.6667
13500,87433.3333
14816.6667,88566.6667
14433.3333,87616.6667
13500,87433.3333
15366.6667,87916.6667
14916.6667,87900
13816.6667,86783.3333
14766.6667,87133.3333
15100,88733.3333
14883.3333,88550
14850,88683.3333
14500,87116.6667
14183.3333,88650
14166.6667,88350
13900,86700
13483.3333,87166.6667
13350,87150
14750,87550
15450,86800
15354.4444,88635.5556
14600,87550
14716.6667,88500
14716.6667,88500
13383.3333,87116.6667
15150,86316.6667
15150,86316.6667
14033.3333,87183.3333
14016.6667,86666.6667
14950,88333.3333
14933.3333,87400
14350,87150
13916.6667,87233.3333
13816.6667,88366.6667
15900,84816.6667
13850,88350
13850,88350
13450,87166.6667
15566.6667,86166.6667
15566.6667,86166.6667
14183.3333,88783.3333
13316.6667,87700
13316.6667,87700
13316.6667,87666.6667
13650,86866.6667
14833.3333,88783.3333
13866.6667,87750
15000,83233.3333
13600,87600
15916.6667,85216.6667
15950,85183.3333
15800,86050
13950,87283.3333
14866.6667,88983.3333
15000,83233.3333
14650,84316.6667
14316.6667,88166.6667
14833.3333,88783.3333
14133.3333,87850
14133.3333,87850
13183.3333,87133.3333
15466.6667,88016.6667
14766.6667,89100
13266.6667,87300
14450,87266.6667
14450,89016.6667
14950,89016.6667
15350,88016.6667
13783.3333,87233.3333
13783.3333,87233.3333
15483.3333,87833.3333
15466.6667,87850
15033.3333,86716.6667
15033.3333,86716.6667
15033.3333,86716.6667
14066.6667,88050
14666.6667,87750
15000,83233.3333
15766.6667,86100
15766.6667,86100
15666.6667,86133.3333
15650,86450
14333.3333,87216.6667
15066.6667,88216.6667
15200,84083.3333
14983.3333,88416.6667
15000,83883.3333
15266.6667,86900
15066.6667,88333.3333
14250,87666.6667
13766.6667,87466.6667
13766.6667,87466.6667
14983.3333,88216.6667
15483.3333,83916.6667
13700,86816.6667
14883.3333,88533.3333
14666.6667,84383.3333
15800,85900
13550,87100
14133.3333,88250
13866.6667,87333.3333
13550,87100
14133.3333,88250
13866.6667,87333.3333
14516.6667,87716.6667
15100,88266.6667
14350,87866.6667
15100,88266.6667
14616.6667,84433.3333
15483.3333,84466.6667
15850,84616.6667
14616.6667,84433.3333
14966.6667,85000
14966.6667,85000
15183.3333,84633.3333
15483.3333,84466.6667
14050,87050
14333.3333,86883.3333
15066.6667,86083.3333
13850,87283.3333
15266.6667,87033.3333
14133.3333,86783.3333
14050,87050
14883.3333,87366.6667
14300,88566.6667
13950,87733.3333
13916.6667,87883.3333
14600,87750
13716.6667,86866.6667
15183.3333,87016.6667
13733.3333,87066.6667
13950,87733.3333
14850,85850
14083.3333,86700
15433.3333,86900
14883.3333,86300
14700,87266.6667
14700,86350
14366.6667,87866.6667
14000,87233.3333
13950,87733.3333
13650,87666.6667
13550,87783.3333
15133.3333,88050
14200,87666.6667
14833.3333,88183.3333
14233.3333,88766.6667
14233.3333,88766.6667
15250,88233.3333
14633.3333,88133.3333
13500,87116.6667
13500,87116.6667
13733.3333,87616.6667
13716.6667,87616.6667
13733.3333,87616.6667
13716.6667,87616.6667
14100,88266.6667
13600,86966.6667
13583.3333,87450
13433.3333,86966.6667
15033.3333,83700
14133.3333,86783.3333
15483.3333,83916.6667
14133.3333,86783.3333
14300,88950
13433.3333,86983.3333
13433.3333,86983.3333
13300,87033.3333
15483.3333,83916.6667
15483.3333,83916.6667
14216.6667,87250
15700,86233.3333
15050,85250
14883.3333,88733.3333
13700,87633.3333
13866.6667,86600
15066.6667,87316.6667
14666.6667,88050
14566.6667,87716.6667
15316.6667,88400
15833.3333,86016.6667
15633.3333,87116.6667
15316.6667,88400
15016.6667,87933.3333
14950,86683.3333
14616.6667,87150
14133.3333,86616.6667
14100,86800
15833.3333,86016.6667
15766.6667,85883.3333
15716.6667,87216.6667
15166.6667,87166.6667
14766.6667,88933.3333
14566.6667,88800
14650,87216.6667
14633.3333,88666.6667
15366.6667,88033.3333
14883.3333,86966.6667
14416.6667,88783.3333
13950,86883.3333
15516.6667,86366.6667
14566.6667,88800
15716.6667,87366.6667
15716.6667,87366.6667
15666.6667,87383.3333
15650,87950
14466.6667,87066.6667
14383.3333,89200
14916.6667,87950
14850,86216.6667
14466.6667,88083.3333
13900,87633.3333
13716.6667,87583.3333
13483.3333,87050
13300,87033.3333
13650,87000
13600,87016.6667
14566.6667,86900
13666.6667,87483.3333
13600,87716.6667
13350,87200
13850,87250
13600,87716.6667
13650,87000
15000,88300
13850,87250
13583.3333,87033.3333
14900,86216.6667
14133.3333,87166.6667
13583.3333,87033.3333
15216.6667,88083.3333
14533.3333,88616.6667
16283.3333,86583.3333
13533.3333,87433.3333
14950,88433.3333
14033.3333,88666.6667
15283.3333,87283.3333
14916.6667,87950
14366.6667,88633.3333
14166.6667,88466.6667
13933.3333,88366.6667
13866.6667,88233.3333
13766.6667,87550
13716.6667,87616.6667
13533.3333,87433.3333
14833.3333,87533.3333
13966.6667,88250
13916.6667,88216.6667
13333.3333,87250
13950,87050
13166.6667,87150
14650,86133.3333
14633.3333,88616.6667
14016.6667,88416.6667
13966.6667,87000
13100,87166.6667
13133.3333,87183.3333
15050,88750
13400,87733.3333
14650,86166.6667
14650,85950
13166.6667,87216.6667
15400,87033.3333
13216.6667,87350
14650,87083.3333
13166.6667,87400
13966.6667,86583.3333
14150,88433.3333
14850,89200
15066.6667,88800
13500,86916.6667
13250,87650
14650,86150
14433.3333,89033.3333
14633.3333,88616.6667
14450,88450
13200,87133.3333
13250,87333.3333
14733.3333,88800
13816.6667,88383.3333
15283.3333,87283.3333
15050,86616.6667
15300,87300
15233.3333,87350
14600,87650
15033.3333,87350
15033.3333,87350
14333.3333,87916.6667
14366.6667,88983.3333
15800,85216.6667
14600,87866.6667
13583.3333,87066.6667
14883.3333,86300
15050,87200
14300,88083.3333
14233.3333,88116.6667
14883.3333,88533.3333
15066.6667,88650
13733.3333,87016.6667
13733.3333,87016.6667
15250,88100
13116.6667,87400
13616.6667,87033.3333
13883.3333,86933.3333
14766.6667,87550
15133.3333,88316.6667
13716.6667,87300
14683.3333,86916.6667
14000,88166.6667
13700,86816.6667
14000,88166.6667
14666.6667,88533.3333
14016.6667,87616.6667
13933.3333,87333.3333
13733.3333,87566.6667
14966.6667,85000
14533.3333,88216.6667
13866.6667,87366.6667
14333.3333,88000
14033.3333,88100
15500,87716.6667
15150,87883.3333
15150,87883.3333
15450,87500
15150,87883.3333
14866.6667,86966.6667
14866.6667,86966.6667
15383.3333,85800
13883.3333,87233.3333
13866.6667,87216.6667
14716.6667,86833.3333
14033.3333,86366.6667
15233.3333,86066.6667
13950,86650
13383.3333,86850
15466.6667,88150
15033.3333,86516.6667
14916.6667,88066.6667
14750,89033.3333
14666.6667,87100
13700,87383.3333
13683.3333,87433.3333
13666.6667,86983.3333
13566.6667,87200
13483.3333,87433.3333
14550,88866.6667
13500,86916.6667
14333.3333,88600
14900,86316.6667
14766.6667,87133.3333
14666.6667,87100
14666.6667,86933.3333
14583.3333,86266.6667
14316.6667,87033.3333
13866.6667,87300
13800,87050
13400,87033.3333
14333.3333,88600
13400,87033.3333
15083.3333,88050
15316.6667,85866.6667
14200,87950
14200,87850
14116.6667,88383.3333
13966.6667,88283.3333
13866.6667,87300
13600,87400
13300,86950
15416.6667,84433.3333
14133.3333,88516.6667
14133.3333,88416.6667
14133.3333,88416.6667
14916.6667,87216.6667
14016.6667,88533.3333
14200,88633.3333
14166.6667,88516.6667
15183.3333,87100
14116.6667,88616.6667
14416.6667,87983.3333
15083.3333,86383.3333
13866.6667,87366.6667
14133.3333,88516.6667
13966.6667,88433.3333
14100,87900
14383.3333,87900
14333.3333,88000
14100,88133.3333
14100,88133.3333
15383.3333,88233.3333
15350,88200
15583.3333,86083.3333
15350,88200
15383.3333,88233.3333
15300,83533.3333
14600,87650
13583.3333,87516.6667
14100,87900
14100,87900
14150,87250
14216.6667,87916.6667
13583.3333,87616.6667
13316.6667,86983.3333
13316.6667,86983.3333
15333.3333,84216.6667
14000,88266.6667
15383.3333,87933.3333
15366.6667,87983.3333
14233.3333,86883.3333
14750,89033.3333
13550,87050
13483.3333,87700
15366.6667,87966.6667
15133.3333,88433.3333
14766.6667,86950
14616.6667,86900
14916.6667,86333.3333
14183.3333,88816.6667
13933.3333,87333.3333
13933.3333,87333.3333
14400,89116.6667
15200,87250
13583.3333,86900
13716.6667,87533.3333
13733.3333,87016.6667
13716.6667,86783.3333
13700,86783.3333
14683.3333,87833.3333
