DIMENSION:10639,
62150,24133.3333
62150,24333.3333
62150,25466.6667
62150,25566.6667
62150,26150
62150,26533.3333
62150,26733.3333
62150,26900
62150,27466.6667
62150,27500
62150,28900
62150,29700
62150,29733.3333
62150,30133.3333
62150,30166.6667
62150,30316.6667
62150,30450
62150,30550
62150,30633.3333
62166.6667,21433.3333
62166.6667,21550
62166.6667,21633.3333
62166.6667,21866.6667
62166.6667,22066.6667
62166.6667,22550
62166.6667,22600
62166.6667,22983.3333
62166.6667,23216.6667
62166.6667,23583.3333
62166.6667,23933.3333
62166.6667,24500
62166.6667,24583.3333
62166.6667,24866.6667
62166.6667,25216.6667
62166.6667,25466.6667
62166.6667,25916.6667
62166.6667,26833.3333
62166.6667,27300
62166.6667,28233.3333
62166.6667,28483.3333
62166.6667,28950
62166.6667,29200
62166.6667,29883.3333
62166.6667,29983.3333
62166.6667,30000
62166.6667,30050
62166.6667,30250
62166.6667,30366.6667
62166.6667,30450
62183.3333,21516.6667
62183.3333,21783.3333
62183.3333,21916.6667
62183.3333,21983.3333
62183.3333,23083.3333
62183.3333,23166.6667
62183.3333,23283.3333
62183.3333,23500
62183.3333,23833.3333
62183.3333,23900
62183.3333,24050
62183.3333,25316.6667
62183.3333,25466.6667
62183.3333,25716.6667
62183.3333,26650
62183.3333,27383.3333
62183.3333,27700
62183.3333,27833.3333
62183.3333,28083.3333
62183.3333,28183.3333
62183.3333,29200
62183.3333,30033.3333
62183.3333,30083.3333
62183.3333,30183.3333
62183.3333,30266.6667
62183.3333,30283.3333
62183.3333,30316.6667
62183.3333,30383.3333
62183.3333,30533.3333
62183.3333,30616.6667
62200,21450
62200,21483.3333
62200,21800
62200,22500
62200,22650
62200,22766.6667
62200,23000
62200,23183.3333
62200,23600
62200,24250
62200,24400
62200,24783.3333
62200,25166.6667
62200,25616.6667
62200,25716.6667
62200,26166.6667
62200,26266.6667
62200,26350
62200,26500
62200,27300
62200,27750
62200,29716.6667
62200,29866.6667
62200,30000
62200,30066.6667
62200,30183.3333
62200,30400
62200,30466.6667
62200,30566.6667
62216.6667,22300
62216.6667,22600
62216.6667,23183.3333
62216.6667,23550
62216.6667,23650
62216.6667,25200
62216.6667,25400
62216.6667,25750
62216.6667,26583.3333
62216.6667,26783.3333
62216.6667,27783.3333
62216.6667,27933.3333
62216.6667,29283.3333
62216.6667,29300
62216.6667,29683.3333
62216.6667,29733.3333
62216.6667,29750
62216.6667,30200
62216.6667,30333.3333
62216.6667,30366.6667
62216.6667,30500
62216.6667,30600
62233.3333,21633.3333
62233.3333,21750
62233.3333,22033.3333
62233.3333,23783.3333
62233.3333,23916.6667
62233.3333,25733.3333
62233.3333,25833.3333
62233.3333,26266.6667
62233.3333,26416.6667
62233.3333,27016.6667
62233.3333,29216.6667
62233.3333,29283.3333
62233.3333,29600
62233.3333,30250
62233.3333,30333.3333
62233.3333,30750
62250,21533.3333
62250,21583.3333
62250,22500
62250,22600
62250,22716.6667
62250,22850
62250,23083.3333
62250,23200
62250,23766.6667
62250,24466.6667
62250,25200
62250,25700
62250,25800
62250,25966.6667
62250,26100
62250,26600
62250,27066.6667
62250,28500
62250,28583.3333
62250,29200
62250,29683.3333
62250,29750
62250,29833.3333
62250,29883.3333
62250,29950
62250,30250
62250,30300
62250,30483.3333
62250,30500
62250,30583.3333
62250,30733.3333
62266.6667,21433.3333
62266.6667,21466.6667
62266.6667,21783.3333
62266.6667,22266.6667
62266.6667,22700
62266.6667,23383.3333
62266.6667,23433.3333
62266.6667,23716.6667
62266.6667,24033.3333
62266.6667,24066.6667
62266.6667,24700
62266.6667,25450
62266.6667,25566.6667
62266.6667,25616.6667
62266.6667,25733.3333
62266.6667,25900
62266.6667,26200
62266.6667,26650
62266.6667,27100
62266.6667,27966.6667
62266.6667,28050
62266.6667,28416.6667
62266.6667,28700
62266.6667,28750
62266.6667,29150
62266.6667,29200
62266.6667,29633.3333
62266.6667,29666.6667
62266.6667,29750
62266.6667,29783.3333
62266.6667,30016.6667
62266.6667,30600
62266.6667,30800
62283.3333,21383.3333
62283.3333,21800
62283.3333,22250
62283.3333,22616.6667
62283.3333,23600
62283.3333,23766.6667
62283.3333,23933.3333
62283.3333,23983.3333
62283.3333,24200
62283.3333,24616.6667
62283.3333,25716.6667
62283.3333,26033.3333
62283.3333,26733.3333
62283.3333,28150
62283.3333,28583.3333
62283.3333,29300
62283.3333,29683.3333
62283.3333,29850
62283.3333,30316.6667
62283.3333,30516.6667
62283.3333,30533.3333
62283.3333,30650
62300,21450
62300,21683.3333
62300,21700
62300,21850
62300,22233.3333
62300,22416.6667
62300,22483.3333
62300,22733.3333
62300,22766.6667
62300,22900
62300,23016.6667
62300,23250
62300,23700
62300,23766.6667
62300,24200
62300,24650
62300,24800
62300,24933.3333
62300,25866.6667
62300,26400
62300,26983.3333
62300,27133.3333
62300,27216.6667
62300,27966.6667
62300,28116.6667
62300,28250
62300,28650
62300,28900
62300,29400
62300,29466.6667
62300,29500
62300,29750
62300,29833.3333
62300,30066.6667
62300,30166.6667
62300,30583.3333
62300,30600
62300,30683.3333
62316.6667,21500
62316.6667,22050
62316.6667,22133.3333
62316.6667,22266.6667
62316.6667,22566.6667
62316.6667,22750
62316.6667,22816.6667
62316.6667,22900
62316.6667,23083.3333
62316.6667,23316.6667
62316.6667,23566.6667
62316.6667,23866.6667
62316.6667,24016.6667
62316.6667,24333.3333
62316.6667,25366.6667
62316.6667,25450
62316.6667,25983.3333
62316.6667,27050
62316.6667,27366.6667
62316.6667,27550
62316.6667,27783.3333
62316.6667,27916.6667
62316.6667,28516.6667
62316.6667,28650
62316.6667,29083.3333
62316.6667,29416.6667
62316.6667,29616.6667
62316.6667,29850
62316.6667,29866.6667
62316.6667,30366.6667
62316.6667,30600
62316.6667,30900
62333.3333,21600
62333.3333,21733.3333
62333.3333,21800
62333.3333,21833.3333
62333.3333,22000
62333.3333,22050
62333.3333,22233.3333
62333.3333,22716.6667
62333.3333,22950
62333.3333,23250
62333.3333,23550
62333.3333,23783.3333
62333.3333,23816.6667
62333.3333,24716.6667
62333.3333,25166.6667
62333.3333,25233.3333
62333.3333,25866.6667
62333.3333,25900
62333.3333,26750
62333.3333,27183.3333
62333.3333,27916.6667
62333.3333,27966.6667
62333.3333,28050
62333.3333,28666.6667
62333.3333,29250
62333.3333,29416.6667
62333.3333,29850
62333.3333,30033.3333
62333.3333,30616.6667
62333.3333,30700
62333.3333,30833.3333
62333.3333,30883.3333
62350,21716.6667
62350,22050
62350,22233.3333
62350,22850
62350,22883.3333
62350,23033.3333
62350,23633.3333
62350,23816.6667
62350,24283.3333
62350,24916.6667
62350,25350
62350,25700
62350,25716.6667
62350,26316.6667
62350,27300
62350,27583.3333
62350,27866.6667
62350,28100
62350,28866.6667
62350,29516.6667
62350,29533.3333
62350,29750
62350,29950
62350,30100
62350,30183.3333
62350,30516.6667
62350,30650
62350,30800
62366.6667,22100
62366.6667,22233.3333
62366.6667,22733.3333
62366.6667,23000
62366.6667,23400
62366.6667,23733.3333
62366.6667,23783.3333
62366.6667,24250
62366.6667,24750
62366.6667,24850
62366.6667,25133.3333
62366.6667,25250
62366.6667,25466.6667
62366.6667,25900
62366.6667,25950
62366.6667,26800
62366.6667,27116.6667
62366.6667,28800
62366.6667,28966.6667
62366.6667,29133.3333
62366.6667,29183.3333
62366.6667,29433.3333
62366.6667,29533.3333
62366.6667,29833.3333
62366.6667,29883.3333
62366.6667,30016.6667
62366.6667,30183.3333
62366.6667,30333.3333
62366.6667,30450
62366.6667,30516.6667
62366.6667,30733.3333
62366.6667,30750
62366.6667,30900
62366.6667,30916.6667
62366.6667,30966.6667
62383.3333,21216.6667
62383.3333,21550
62383.3333,21850
62383.3333,22033.3333
62383.3333,22250
62383.3333,22583.3333
62383.3333,22683.3333
62383.3333,22950
62383.3333,23250
62383.3333,23666.6667
62383.3333,23733.3333
62383.3333,23850
62383.3333,24383.3333
62383.3333,24916.6667
62383.3333,25600
62383.3333,25683.3333
62383.3333,26066.6667
62383.3333,26183.3333
62383.3333,26383.3333
62383.3333,26433.3333
62383.3333,27266.6667
62383.3333,27433.3333
62383.3333,27866.6667
62383.3333,28200
62383.3333,28516.6667
62383.3333,28633.3333
62383.3333,28950
62383.3333,29066.6667
62383.3333,29083.3333
62383.3333,29533.3333
62383.3333,29566.6667
62383.3333,30100
62383.3333,30150
62383.3333,30166.6667
62383.3333,30316.6667
62383.3333,30333.3333
62383.3333,30466.6667
62383.3333,30500
62383.3333,30750
62383.3333,30816.6667
62383.3333,30833.3333
62383.3333,30850
62383.3333,30966.6667
62400,21283.3333
62400,21350
62400,21366.6667
62400,22166.6667
62400,22200
62400,22550
62400,22816.6667
62400,23866.6667
62400,24683.3333
62400,25116.6667
62400,25633.3333
62400,25966.6667
62400,26500
62400,26800
62400,27433.3333
62400,27816.6667
62400,28483.3333
62400,29116.6667
62400,29233.3333
62400,29600
62400,29633.3333
62400,29666.6667
62400,29833.3333
62400,30100
62400,30133.3333
62400,30316.6667
62400,30700
62400,30733.3333
62416.6667,21333.3333
62416.6667,22250
62416.6667,22666.6667
62416.6667,22783.3333
62416.6667,22983.3333
62416.6667,24566.6667
62416.6667,24783.3333
62416.6667,25383.3333
62416.6667,25516.6667
62416.6667,25950
62416.6667,26633.3333
62416.6667,27100
62416.6667,27300
62416.6667,27516.6667
62416.6667,28333.3333
62416.6667,28666.6667
62416.6667,28700
62416.6667,29066.6667
62416.6667,29116.6667
62416.6667,29150
62416.6667,29900
62416.6667,30400
62416.6667,30450
62416.6667,30500
62416.6667,30716.6667
62433.3333,21350
62433.3333,21433.3333
62433.3333,21550
62433.3333,22050
62433.3333,22183.3333
62433.3333,25200
62433.3333,25383.3333
62433.3333,25666.6667
62433.3333,26200
62433.3333,27766.6667
62433.3333,27833.3333
62433.3333,28600
62433.3333,29266.6667
62433.3333,29433.3333
62433.3333,29850
62433.3333,29883.3333
62433.3333,29966.6667
62433.3333,30016.6667
62433.3333,30033.3333
62433.3333,30066.6667
62433.3333,30300
62433.3333,30683.3333
62450,21366.6667
62450,22033.3333
62450,22116.6667
62450,22333.3333
62450,22783.3333
62450,22800
62450,23050
62450,23100
62450,23200
62450,23333.3333
62450,23550
62450,23650
62450,23800
62450,23950
62450,24416.6667
62450,24966.6667
62450,25066.6667
62450,25100
62450,25400
62450,26033.3333
62450,26350
62450,26416.6667
62450,26900
62450,27166.6667
62450,27350
62450,27650
62450,27666.6667
62450,27966.6667
62450,28050
62450,28133.3333
62450,28400
62450,28866.6667
62450,29300
62450,29316.6667
62450,29400
62450,29433.3333
62450,29583.3333
62450,29850
62450,30000
62450,30016.6667
62450,30066.6667
62450,30116.6667
62450,30183.3333
62450,30200
62450,30433.3333
62450,30816.6667
62466.6667,21250
62466.6667,21333.3333
62466.6667,21483.3333
62466.6667,21600
62466.6667,21700
62466.6667,21850
62466.6667,22133.3333
62466.6667,22233.3333
62466.6667,22300
62466.6667,22800
62466.6667,22866.6667
62466.6667,22983.3333
62466.6667,23116.6667
62466.6667,23233.3333
62466.6667,23983.3333
62466.6667,24000
62466.6667,24083.3333
62466.6667,24850
62466.6667,25816.6667
62466.6667,25950
62466.6667,26066.6667
62466.6667,26283.3333
62466.6667,26350
62466.6667,26500
62466.6667,27266.6667
62466.6667,27450
62466.6667,28833.3333
62466.6667,28850
62466.6667,28933.3333
62466.6667,29050
62466.6667,29200
62466.6667,29250
62466.6667,29916.6667
62466.6667,30000
62466.6667,30100
62466.6667,31116.6667
62483.3333,21266.6667
62483.3333,21350
62483.3333,21483.3333
62483.3333,21733.3333
62483.3333,21933.3333
62483.3333,22016.6667
62483.3333,22050
62483.3333,22300
62483.3333,22833.3333
62483.3333,22900
62483.3333,22966.6667
62483.3333,23116.6667
62483.3333,23366.6667
62483.3333,23766.6667
62483.3333,24116.6667
62483.3333,24900
62483.3333,25333.3333
62483.3333,26750
62483.3333,27250
62483.3333,27783.3333
62483.3333,28016.6667
62483.3333,28133.3333
62483.3333,28233.3333
62483.3333,28800
62483.3333,28900
62483.3333,29516.6667
62483.3333,29900
62483.3333,29950
62483.3333,30250
62483.3333,30283.3333
62483.3333,30350
62483.3333,30366.6667
62483.3333,30483.3333
62483.3333,30500
62483.3333,30600
62483.3333,30783.3333
62500,21200
62500,21750
62500,21833.3333
62500,22150
62500,22283.3333
62500,22500
62500,22600
62500,22700
62500,22750
62500,22883.3333
62500,23166.6667
62500,23433.3333
62500,23600
62500,23700
62500,24033.3333
62500,24133.3333
62500,24666.6667
62500,24816.6667
62500,25450
62500,26050
62500,27050
62500,27616.6667
62500,27966.6667
62500,28350
62500,28416.6667
62500,28533.3333
62500,28650
62500,28700
62500,28716.6667
62500,29350
62500,29383.3333
62500,29900
62500,30466.6667
62500,30516.6667
62500,30733.3333
62500,31083.3333
62500,31100
62500,31150
62500,31166.6667
62516.6667,22000
62516.6667,22050
62516.6667,22466.6667
62516.6667,22666.6667
62516.6667,22816.6667
62516.6667,23116.6667
62516.6667,23383.3333
62516.6667,23550
62516.6667,23850
62516.6667,24033.3333
62516.6667,24166.6667
62516.6667,25300
62516.6667,25600
62516.6667,26050
62516.6667,26183.3333
62516.6667,26233.3333
62516.6667,26466.6667
62516.6667,27316.6667
62516.6667,28866.6667
62516.6667,29366.6667
62516.6667,29800
62516.6667,29850
62516.6667,29883.3333
62516.6667,29900
62516.6667,30050
62516.6667,30133.3333
62516.6667,30983.3333
62516.6667,31000
62516.6667,31050
62516.6667,31166.6667
62533.3333,21366.6667
62533.3333,21433.3333
62533.3333,22400
62533.3333,22666.6667
62533.3333,23083.3333
62533.3333,23100
62533.3333,23116.6667
62533.3333,23283.3333
62533.3333,23466.6667
62533.3333,23633.3333
62533.3333,23766.6667
62533.3333,24116.6667
62533.3333,24283.3333
62533.3333,25150
62533.3333,25733.3333
62533.3333,25833.3333
62533.3333,26400
62533.3333,26833.3333
62533.3333,27083.3333
62533.3333,27666.6667
62533.3333,27900
62533.3333,28000
62533.3333,28933.3333
62533.3333,29050
62533.3333,29216.6667
62533.3333,29366.6667
62533.3333,29833.3333
62533.3333,29883.3333
62533.3333,30050
62533.3333,30283.3333
62533.3333,30616.6667
62550,21283.3333
62550,21400
62550,21416.6667
62550,21450
62550,21950
62550,22616.6667
62550,22666.6667
62550,22733.3333
62550,22883.3333
62550,23666.6667
62550,23883.3333
62550,25400
62550,25433.3333
62550,27066.6667
62550,27166.6667
62550,27550
62550,27616.6667
62550,28116.6667
62550,28250
62550,28300
62550,28633.3333
62550,28650
62550,28983.3333
62550,29050
62550,29083.3333
62550,29166.6667
62550,29200
62550,29216.6667
62550,29250
62550,29383.3333
62550,29433.3333
62550,29500
62550,29516.6667
62550,29866.6667
62550,30166.6667
62550,30550
62550,30783.3333
62550,31233.3333
62566.6667,22033.3333
62566.6667,22300
62566.6667,22533.3333
62566.6667,22600
62566.6667,22700
62566.6667,22800
62566.6667,23066.6667
62566.6667,23200
62566.6667,24100
62566.6667,24433.3333
62566.6667,25233.3333
62566.6667,25633.3333
62566.6667,25866.6667
62566.6667,26083.3333
62566.6667,26316.6667
62566.6667,26400
62566.6667,27083.3333
62566.6667,27600
62566.6667,28016.6667
62566.6667,28066.6667
62566.6667,28600
62566.6667,28616.6667
62566.6667,28716.6667
62566.6667,28850
62566.6667,29183.3333
62566.6667,29383.3333
62566.6667,29466.6667
62566.6667,29483.3333
62566.6667,29566.6667
62566.6667,29583.3333
62566.6667,30016.6667
62566.6667,30516.6667
62566.6667,30616.6667
62566.6667,30683.3333
62566.6667,30916.6667
62566.6667,31050
62583.3333,21216.6667
62583.3333,22150
62583.3333,22750
62583.3333,22866.6667
62583.3333,23366.6667
62583.3333,23416.6667
62583.3333,23616.6667
62583.3333,24233.3333
62583.3333,24583.3333
62583.3333,24600
62583.3333,24866.6667
62583.3333,25383.3333
62583.3333,25700
62583.3333,25783.3333
62583.3333,26200
62583.3333,27250
62583.3333,27350
62583.3333,27800
62583.3333,27883.3333
62583.3333,28016.6667
62583.3333,28100
62583.3333,28316.6667
62583.3333,28416.6667
62583.3333,28550
62583.3333,29250
62583.3333,29366.6667
62583.3333,29733.3333
62583.3333,29766.6667
62583.3333,29800
62583.3333,29850
62583.3333,30283.3333
62583.3333,30300
62583.3333,30500
62583.3333,30700
62583.3333,30800
62583.3333,31283.3333
62600,21200
62600,21250
62600,21400
62600,21500
62600,21633.3333
62600,22233.3333
62600,22466.6667
62600,22483.3333
62600,23033.3333
62600,23466.6667
62600,23750
62600,24250
62600,25000
62600,25050
62600,25116.6667
62600,25400
62600,25733.3333
62600,26033.3333
62600,26283.3333
62600,27000
62600,27483.3333
62600,27766.6667
62600,27916.6667
62600,28116.6667
62600,28650
62600,28916.6667
62600,29150
62600,29200
62600,29350
62600,29516.6667
62600,29583.3333
62600,29766.6667
62600,29783.3333
62600,29866.6667
62600,30116.6667
62600,30250
62600,30300
62600,30416.6667
62600,30550
62600,30733.3333
62600,31250
62616.6667,21466.6667
62616.6667,21600
62616.6667,21616.6667
62616.6667,21766.6667
62616.6667,22416.6667
62616.6667,22550
62616.6667,22883.3333
62616.6667,23000
62616.6667,23133.3333
62616.6667,23683.3333
62616.6667,24750
62616.6667,26316.6667
62616.6667,27133.3333
62616.6667,28066.6667
62616.6667,28900
62616.6667,29416.6667
62616.6667,29466.6667
62616.6667,29566.6667
62616.6667,29850
62616.6667,29916.6667
62616.6667,30183.3333
62616.6667,30233.3333
62616.6667,30483.3333
62616.6667,30633.3333
62616.6667,30850
62616.6667,30866.6667
62616.6667,30916.6667
62616.6667,30983.3333
62616.6667,31133.3333
62616.6667,31200
62633.3333,21200
62633.3333,21316.6667
62633.3333,21633.3333
62633.3333,21866.6667
62633.3333,22300
62633.3333,22483.3333
62633.3333,22666.6667
62633.3333,22966.6667
62633.3333,23133.3333
62633.3333,23316.6667
62633.3333,23650
62633.3333,23816.6667
62633.3333,24816.6667
62633.3333,24900
62633.3333,25216.6667
62633.3333,25816.6667
62633.3333,26200
62633.3333,26833.3333
62633.3333,27366.6667
62633.3333,27383.3333
62633.3333,27616.6667
62633.3333,27816.6667
62633.3333,28000
62633.3333,28366.6667
62633.3333,28500
62633.3333,28600
62633.3333,29116.6667
62633.3333,29150
62633.3333,29183.3333
62633.3333,29366.6667
62633.3333,29383.3333
62633.3333,29600
62633.3333,29650
62633.3333,30133.3333
62633.3333,30200
62633.3333,30216.6667
62633.3333,30233.3333
62633.3333,30516.6667
62633.3333,30716.6667
62633.3333,30933.3333
62633.3333,30983.3333
62633.3333,31000
62633.3333,31033.3333
62633.3333,31283.3333
62650,21216.6667
62650,21550
62650,22300
62650,22933.3333
62650,23100
62650,23750
62650,24300
62650,24933.3333
62650,25033.3333
62650,25683.3333
62650,26033.3333
62650,27300
62650,28000
62650,28500
62650,29050
62650,29083.3333
62650,29200
62650,29233.3333
62650,29333.3333
62650,29683.3333
62650,29783.3333
62650,29950
62650,30116.6667
62650,30133.3333
62650,30700
62650,30800
62666.6667,21100
62666.6667,21166.6667
62666.6667,21350
62666.6667,21666.6667
62666.6667,21750
62666.6667,22383.3333
62666.6667,22416.6667
62666.6667,22500
62666.6667,22650
62666.6667,22883.3333
62666.6667,22900
62666.6667,23566.6667
62666.6667,23850
62666.6667,24133.3333
62666.6667,24283.3333
62666.6667,24800
62666.6667,25116.6667
62666.6667,25300
62666.6667,25800
62666.6667,25900
62666.6667,26333.3333
62666.6667,26616.6667
62666.6667,27033.3333
62666.6667,27900
62666.6667,28383.3333
62666.6667,28750
62666.6667,29016.6667
62666.6667,29266.6667
62666.6667,29516.6667
62666.6667,29666.6667
62666.6667,29800
62666.6667,30066.6667
62666.6667,30300
62666.6667,30500
62666.6667,30650
62666.6667,30766.6667
62666.6667,30916.6667
62666.6667,31100
62683.3333,21200
62683.3333,21550
62683.3333,21700
62683.3333,21983.3333
62683.3333,22300
62683.3333,22466.6667
62683.3333,22600
62683.3333,22733.3333
62683.3333,22966.6667
62683.3333,23133.3333
62683.3333,23300
62683.3333,23933.3333
62683.3333,24500
62683.3333,24650
62683.3333,25050
62683.3333,25333.3333
62683.3333,25400
62683.3333,26150
62683.3333,26316.6667
62683.3333,27833.3333
62683.3333,28083.3333
62683.3333,28600
62683.3333,28916.6667
62683.3333,29100
62683.3333,29383.3333
62683.3333,29566.6667
62683.3333,29816.6667
62683.3333,30100
62683.3333,30283.3333
62683.3333,30466.6667
62683.3333,30683.3333
62683.3333,30783.3333
62700,21300
62700,21616.6667
62700,21700
62700,21833.3333
62700,21983.3333
62700,22833.3333
62700,23383.3333
62700,23533.3333
62700,23650
62700,23800
62700,24016.6667
62700,24450
62700,25550
62700,26116.6667
62700,26333.3333
62700,26483.3333
62700,26666.6667
62700,27466.6667
62700,27650
62700,27800
62700,28300
62700,28450
62700,28533.3333
62700,28866.6667
62700,28933.3333
62700,29016.6667
62700,29750
62700,29950
62700,30066.6667
62700,30600
62700,30766.6667
62700,30833.3333
62700,30866.6667
62700,31000
62700,31116.6667
62700,31316.6667
62700,31383.3333
62716.6667,21183.3333
62716.6667,21250
62716.6667,21300
62716.6667,21400
62716.6667,21666.6667
62716.6667,21866.6667
62716.6667,21916.6667
62716.6667,22083.3333
62716.6667,22283.3333
62716.6667,22500
62716.6667,22516.6667
62716.6667,23100
62716.6667,23750
62716.6667,23833.3333
62716.6667,23916.6667
62716.6667,24900
62716.6667,25033.3333
62716.6667,25266.6667
62716.6667,26566.6667
62716.6667,26866.6667
62716.6667,26900
62716.6667,27016.6667
62716.6667,27100
62716.6667,27150
62716.6667,27950
62716.6667,28216.6667
62716.6667,28750
62716.6667,29050
62716.6667,29200
62716.6667,29616.6667
62716.6667,29783.3333
62716.6667,30250
62716.6667,30483.3333
62716.6667,30600
62716.6667,30883.3333
62716.6667,31133.3333
62716.6667,31183.3333
62733.3333,21250
62733.3333,21366.6667
62733.3333,21633.3333
62733.3333,21716.6667
62733.3333,21950
62733.3333,22266.6667
62733.3333,22566.6667
62733.3333,22650
62733.3333,22716.6667
62733.3333,22833.3333
62733.3333,22900
62733.3333,23516.6667
62733.3333,24033.3333
62733.3333,24650
62733.3333,24800
62733.3333,25000
62733.3333,25166.6667
62733.3333,25800
62733.3333,25916.6667
62733.3333,26116.6667
62733.3333,26533.3333
62733.3333,27000
62733.3333,27416.6667
62733.3333,27566.6667
62733.3333,27650
62733.3333,28416.6667
62733.3333,28700
62733.3333,28733.3333
62733.3333,29016.6667
62733.3333,29050
62733.3333,29150
62733.3333,29433.3333
62733.3333,29933.3333
62733.3333,29983.3333
62733.3333,30700
62733.3333,30800
62733.3333,31383.3333
62750,21316.6667
62750,21483.3333
62750,21783.3333
62750,22350
62750,22450
62750,22533.3333
62750,22583.3333
62750,22600
62750,22666.6667
62750,22700
62750,23083.3333
62750,23400
62750,23500
62750,23700
62750,23766.6667
62750,23933.3333
62750,23950
62750,24016.6667
62750,24166.6667
62750,25366.6667
62750,26083.3333
62750,26450
62750,26466.6667
62750,27483.3333
62750,27616.6667
62750,27700
62750,28233.3333
62750,28883.3333
62750,29050
62750,29150
62750,29350
62750,29466.6667
62750,29816.6667
62750,30050
62750,30100
62750,30166.6667
62750,30466.6667
62750,30516.6667
62750,30650
62750,30766.6667
62750,30966.6667
62750,31183.3333
62766.6667,21200
62766.6667,21400
62766.6667,21433.3333
62766.6667,21550
62766.6667,21850
62766.6667,22400
62766.6667,22533.3333
62766.6667,22600
62766.6667,22833.3333
62766.6667,23066.6667
62766.6667,23533.3333
62766.6667,24133.3333
62766.6667,24383.3333
62766.6667,24700
62766.6667,24833.3333
62766.6667,25300
62766.6667,25500
62766.6667,25800
62766.6667,26183.3333
62766.6667,26250
62766.6667,26500
62766.6667,26683.3333
62766.6667,26883.3333
62766.6667,27566.6667
62766.6667,27683.3333
62766.6667,27966.6667
62766.6667,28033.3333
62766.6667,28350
62766.6667,29850
62766.6667,30116.6667
62766.6667,30150
62766.6667,30383.3333
62766.6667,30500
62766.6667,30600
62766.6667,30683.3333
62766.6667,30766.6667
62766.6667,30966.6667
62766.6667,31033.3333
62766.6667,31150
62783.3333,21200
62783.3333,21283.3333
62783.3333,21450
62783.3333,21666.6667
62783.3333,21916.6667
62783.3333,22400
62783.3333,22566.6667
62783.3333,22783.3333
62783.3333,22983.3333
62783.3333,23616.6667
62783.3333,23916.6667
62783.3333,24033.3333
62783.3333,24100
62783.3333,24383.3333
62783.3333,24700
62783.3333,24950
62783.3333,25450
62783.3333,26166.6667
62783.3333,26533.3333
62783.3333,26800
62783.3333,27050
62783.3333,28016.6667
62783.3333,28650
62783.3333,28783.3333
62783.3333,29100
62783.3333,29166.6667
62783.3333,29183.3333
62783.3333,29333.3333
62783.3333,29366.6667
62783.3333,29550
62783.3333,29966.6667
62783.3333,30033.3333
62783.3333,30100
62783.3333,30200
62783.3333,30566.6667
62783.3333,31216.6667
62783.3333,31283.3333
62800,21300
62800,21416.6667
62800,21666.6667
62800,21733.3333
62800,22550
62800,22600
62800,22766.6667
62800,22800
62800,22833.3333
62800,23500
62800,24000
62800,24116.6667
62800,25033.3333
62800,25066.6667
62800,25483.3333
62800,26100
62800,27616.6667
62800,27700
62800,29300
62800,29450
62800,29466.6667
62800,29833.3333
62800,29916.6667
62800,30066.6667
62800,30100
62800,30133.3333
62800,30150
62800,30216.6667
62800,30416.6667
62800,30450
62800,31116.6667
62816.6667,21266.6667
62816.6667,21566.6667
62816.6667,21683.3333
62816.6667,21800
62816.6667,22266.6667
62816.6667,22550
62816.6667,22650
62816.6667,22750
62816.6667,22816.6667
62816.6667,22833.3333
62816.6667,23450
62816.6667,23916.6667
62816.6667,23950
62816.6667,25816.6667
62816.6667,26350
62816.6667,26650
62816.6667,27116.6667
62816.6667,27200
62816.6667,27416.6667
62816.6667,27466.6667
62816.6667,28450
62816.6667,28500
62816.6667,28550
62816.6667,28650
62816.6667,29183.3333
62816.6667,29333.3333
62816.6667,29450
62816.6667,29550
62816.6667,30166.6667
62816.6667,30416.6667
62816.6667,30600
62816.6667,30966.6667
62816.6667,31300
62833.3333,21416.6667
62833.3333,22350
62833.3333,22733.3333
62833.3333,22800
62833.3333,22900
62833.3333,23483.3333
62833.3333,23766.6667
62833.3333,23950
62833.3333,23966.6667
62833.3333,24033.3333
62833.3333,25583.3333
62833.3333,27350
62833.3333,27616.6667
62833.3333,27666.6667
62833.3333,28050
62833.3333,28133.3333
62833.3333,28900
62833.3333,28916.6667
62833.3333,29016.6667
62833.3333,29150
62833.3333,29250
62833.3333,29400
62833.3333,29850
62833.3333,30100
62833.3333,30183.3333
62833.3333,30233.3333
62833.3333,30533.3333
62833.3333,31216.6667
62833.3333,31233.3333
62850,21333.3333
62850,21733.3333
62850,21933.3333
62850,22133.3333
62850,22550
62850,22866.6667
62850,22933.3333
62850,23283.3333
62850,23333.3333
62850,23400
62850,23516.6667
62850,24200
62850,24250
62850,24333.3333
62850,25933.3333
62850,26533.3333
62850,26850
62850,27116.6667
62850,27166.6667
62850,27416.6667
62850,27533.3333
62850,27933.3333
62850,28266.6667
62850,28283.3333
62850,28333.3333
62850,28583.3333
62850,28866.6667
62850,28900
62850,29150
62850,29300
62850,29366.6667
62850,30116.6667
62850,30350
62850,30500
62850,30650
62850,30766.6667
62850,30800
62850,31216.6667
62850,31250
62850,31483.3333
62866.6667,21300
62866.6667,21316.6667
62866.6667,21550
62866.6667,21883.3333
62866.6667,22183.3333
62866.6667,22383.3333
62866.6667,23416.6667
62866.6667,24050
62866.6667,24216.6667
62866.6667,24533.3333
62866.6667,24700
62866.6667,24750
62866.6667,24783.3333
62866.6667,24950
62866.6667,24983.3333
62866.6667,25500
62866.6667,25833.3333
62866.6667,26250
62866.6667,26366.6667
62866.6667,26600
62866.6667,26733.3333
